-- Aqui os 1000 inserts de usuario.
Use adrianob_2025petcare5;
INSERT INTO usuarios (usuario_nome, cpf, email, verificado, telefone, tipo, senha) VALUES
('protecao.fauna@ibama.br', 'Denúncias de crimes contra a fauna.', 'Órgão Governamental', 'IBAMA - Proteção da Fauna', '6133161600', 'www.ibama.gov.br', 1191),
('animais.silvestres.resgate@semad.go.gov.br', 'Resgate de animais silvestres.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Resgate Silvestre', '6232014000', 'www.semad.go.gov.br', 1192),
('fiscalizacao.ambientals.go@semad.go.gov.br', 'Fiscalização ambiental geral.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Fiscalização', '6232014000', 'www.semad.go.gov.br', 1193),
('denuncia.policia.ambiental@pm.go.gov.br', 'Denúncias para a polícia ambiental.', 'Polícia Militar Ambiental', 'Polícia Ambiental GO', '190', 'www.pm.go.gov.br', 1194),
('linha.direta.animal@email.net', 'Canal direto para denúncias urgentes.', 'ONG', 'Linha Direta Animal GO', '62991234567', 'www.linhadiretaanimalgo.org', 1195),
('protecao.marinha@gov.br', 'Denúncias de crimes contra animais marinhos.', 'Órgão Governamental', 'IBAMA - Proteção Marinha', '6133161600', 'www.ibama.gov.br', 1196),
('sos.rural@agrodefesa.go.br', 'Denúncias de maus-tratos em áreas rurais.', 'Órgão Rural', 'Agrodefesa GO - SOS Rural', '6232013500', 'www.agrodefesa.go.gov.br', 1197),
('denuncia.digital.go@internet.com', 'Canal digital para denúncias.', 'Plataforma Digital', 'Denúncia Digital Animal GO', '08007775555', 'www.denunciadigitalgo.com', 1198),
('animais.protegidos@ong.org', 'ONG de proteção para animais em situação de risco.', 'ONG', 'Animais Protegidos GO', '6236549876', 'www.animaisprotegidosgo.org', 1199),
('fiscalizacao.municipal.anapolis@anapolis.go.gov.br', 'Fiscalização de estabelecimentos em Anápolis.', 'Prefeitura Municipal', 'Prefeitura de Anápolis - Fiscalização Animal', '6239023000', 'www.anapolis.go.gov.br', 1200),
('vida.animal.segura@email.com', 'ONG focada em segurança e bem-estar animal.', 'ONG', 'Vida Animal Segura GO', '6232223344', 'www.vidaanimalsegurago.com', 1201),
('protecao.ambiental.go@semad.go.gov.br', 'Denúncias de crimes ambientais em Goiás.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Proteção Ambiental', '6232014000', 'www.semad.go.gov.br', 1202),
('animais.comunidade@goiania.go.gov.br', 'Apoio a animais em comunidades carentes de Goiânia.', 'Prefeitura Municipal', 'Prefeitura de Goiânia - Comunidade Animal', '156', 'www.goiania.go.gov.br', 1203),
('sos.bicho.rural@agro.org', 'Resgate de animais em áreas rurais.', 'ONG', 'SOS Bicho Rural GO', '62982347654', 'www.sosbichoruralgo.org', 1204),
('denuncia.crime.animal@policia.go.br', 'Denúncias de crimes de crueldade contra animais.', 'Delegacia Especializada', 'Delegacia de Proteção Animal GO', '6232012000', 'www.policiacivil.go.gov.br', 1205),
('atendimento.veterinario.go@crmv.go.br', 'Denúncias de má conduta veterinária.', 'Conselho de Classe', 'CRMV-GO - Atendimento', '6232500000', 'www.crmvgo.org.br', 1206),
('meio.ambiente.salvo@ibama.gov.br', 'Denúncias para proteção do meio ambiente e fauna.', 'Órgão Governamental', 'IBAMA - Meio Ambiente Salvo', '6133161600', 'www.ibama.gov.br', 1207),
('protecao.fauna.silvestre@semad.go.gov.br', 'Proteção da fauna silvestre goiana.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Fauna Silvestre', '6232014000', 'www.semad.go.gov.br', 1208),
('fiscalizacao.rural.municipal@cidades.go.gov.br', 'Fiscalização de propriedades rurais por prefeituras.', 'Prefeitura Municipal', 'Prefeitura de Aparecida de Goiânia - Rural', '6235455800', 'www.aparecida.go.gov.br', 1209),
('denuncia.qualidade.vida@email.com', 'Denúncias que afetam a qualidade de vida animal.', 'ONG', 'Qualidade de Vida Animal GO', '6230998877', 'www.qualidadedevidaanimalgo.com', 1210),
('animais.resgatados@ong.org', 'ONG de resgate e reabilitação de animais.', 'ONG', 'Resgate Animal Total GO', '6236541234', 'www.resgateanimaltotalgo.org', 1211),
('sos.bichos.go@bombeiros.go.br', 'Resgate de animais em situações de emergência.', 'Corpo de Bombeiros', 'Corpo de Bombeiros Militar GO - Animais', '193', 'www.bombeiros.go.gov.br', 1212),
('linha.verde.ambiental@pm.go.gov.br', 'Canal direto para denúncias ambientais.', 'Polícia Militar Ambiental', 'Linha Verde Ambiental GO', '190', 'www.pm.go.gov.br', 1213),
('defesa.animal.mp@mpgo.mp.br', 'Defesa dos direitos animais pelo Ministério Público.', 'Ministério Público', 'MPGO - Defesa Animal', '6232438000', 'www.mpgo.mp.br', 1214),
('animais.rodoviarias@policia.go.br', 'Denúncias de animais em rodovias.', 'Polícia Rodoviária Estadual', 'PRE GO - Animais', '198', 'www.pm.go.gov.br', 1215),
('adocao.consciente.go@adocao.org', 'Denúncias sobre adoção e tráfico de animais.', 'ONG de Adoção', 'Adoção Consciente GO', '6239998877', 'www.adocaoconscientego.org', 1216),
('denuncia.etica.veterinaria@crmv.go.br', 'Denúncias de ética em clínicas veterinárias.', 'Conselho de Classe', 'CRMV-GO - Ética Veterinária', '6232500000', 'www.crmvgo.org.br', 1217),
('protecao.ambiental.federal@ibama.gov.br', 'Denúncias de impacto ambiental em nível federal.', 'Órgão Governamental', 'IBAMA - Proteção Ambiental', '6133161600', 'www.ibama.gov.br', 1218),
('sos.fauna.goiana@email.net', 'Resgate e proteção da fauna goiana.', 'ONG', 'SOS Fauna Goiana', '62998765432', 'www.sosfaunagoiana.org', 1219),
('fiscalizacao.municipal.rio.verde@rioverde.go.gov.br', 'Fiscalização em Rio Verde.', 'Prefeitura Municipal', 'Prefeitura de Rio Verde - Fiscalização Animal', '6436028000', 'www.rioverde.go.gov.br', 1220),
('vida.livre.animal@ong.org', 'ONG focada na liberdade animal.', 'ONG', 'Vida Livre Animal GO', '6230876543', 'www.vidalivreanimalgo.org', 1221),
('canais.denuncia.go@email.com', 'Canal central de denúncias para o estado.', 'Plataforma Digital', 'Canais de Denúncia Goiás', '08007212345', 'www.canaisdenuncia.go.com', 1222),
('protecao.vida.silvestre@semad.go.gov.br', 'Proteção da vida selvagem e denúncias.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Vida Silvestre', '6232014000', 'www.semad.go.gov.br', 1223),
('denuncia.bicho.solto@cidades.go.gov.br', 'Denúncias de animais soltos em vias públicas.', 'Prefeitura Municipal', 'Prefeitura de Anápolis - Animais Soltos', '6239023000', 'www.anapolis.go.gov.br', 1224),
('adocao.animal.go@ong.org', 'ONG de adoção e denúncias de maus-tratos.', 'ONG de Adoção', 'Adoção Animal GO', '6235004455', 'www.adocaoanimalgo.org', 1225),
('fiscalizacao.criacao@agrodefesa.go.br', 'Fiscalização de criadouros de animais.', 'Órgão Rural', 'Agrodefesa GO - Criadouros', '6232013500', 'www.agrodefesa.go.gov.br', 1226),
('saude.publica.animal@saude.go.gov.br', 'Denúncias relacionadas à saúde pública animal.', 'Secretaria de Saúde', 'Secretaria Estadual de Saúde de GO - Saúde Pública Animal', '6232016000', 'www.saude.go.gov.br', 1227),
('denuncia.caca.ilegal@pm.go.gov.br', 'Denúncias de caça ilegal de animais.', 'Polícia Militar Ambiental', 'Polícia Militar Ambiental GO - Caça Ilegal', '190', 'www.pm.go.gov.br', 1228),
('direitos.animais.br@mpgo.mp.br', 'Defesa dos direitos animais em nível estadual.', 'Ministério Público', 'MPGO - Direitos Animais GO', '6232438000', 'www.mpgo.mp.br', 1229),
('bicho.resgatado@email.com', 'Canal para denúncias de animais resgatados ilegalmente.', 'ONG', 'Bicho Resgatado GO', '62987654321', 'www.bichoresgatadogo.com', 1230),
('canais.denuncia.regional@ong.org', 'Canais de denúncia em diversas regiões de Goiás.', 'Rede de ONGs', 'Canais de Denúncia Regional GO', '6230987654', 'www.canaisdenunciaregionalgo.org', 1231),
('fiscalizacao.municipal.luziania@luziania.go.gov.br', 'Fiscalização em Luziânia.', 'Prefeitura Municipal', 'Prefeitura de Luziânia - Fiscalização Animal', '6139063000', 'www.luziania.go.gov.br', 1232),
('protecao.aquatica.go@ibama.gov.br', 'Denúncias de crimes contra animais aquáticos.', 'Órgão Governamental', 'IBAMA - Proteção Aquática', '6133161600', 'www.ibama.gov.br', 1233),
('sos.fauna.silvestre.go@semad.go.gov.br', 'Resgate de fauna silvestre em risco.', 'Secretaria de Meio Ambiente', 'SEMAD GO - SOS Fauna Silvestre', '6232014000', 'www.semad.go.gov.br', 1234),
('denuncia.ambiente.urbano@cidades.go.gov.br', 'Denúncias ambientais em áreas urbanas.', 'Prefeitura Municipal', 'Prefeitura de Goiânia - Meio Ambiente Urbano', '156', 'www.goiania.go.gov.br', 1235),
('adocao.legal.go@adocao.org', 'Denúncias de adoção ilegal de animais.', 'ONG de Adoção', 'Adoção Legal GO', '6239998877', 'www.adocaolegalgo.org', 1236),
('fiscalizacao.animais.exoticos@ibama.gov.br', 'Fiscalização de animais exóticos e silvestres.', 'Órgão Governamental', 'IBAMA - Animais Exóticos', '6133161600', 'www.ibama.gov.br', 1237),
('bemestar.animal.goias@email.com', 'Promove o bem-estar animal em todo o estado.', 'ONG', 'Bem-Estar Animal Goiás', '6232223344', 'www.bemestaranimalgoias.com', 1238),
('protecao.ecossistemas.go@semad.go.gov.br', 'Denúncias de degradação de ecossistemas que afetam animais.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Ecossistemas', '6232014000', 'www.semad.go.gov.br', 1239),
('animais.abandonados.goiania@goiania.go.gov.br', 'Denúncias de abandono em Goiânia.', 'Prefeitura Municipal', 'Prefeitura de Goiânia - Animais Abandonados', '156', 'www.goiania.go.gov.br', 1240),
('sos.bicho.rodovia@agrodefesa.go.br', 'Resgate de animais em rodovias rurais.', 'Órgão Rural', 'Agrodefesa GO - SOS Rodovia', '6232013500', 'www.agrodefesa.go.gov.br', 1241),
('denuncia.crueldade.animal@policia.go.br', 'Denúncias de crueldade extrema contra animais.', 'Delegacia Especializada', 'Delegacia de Proteção Animal GO', '6232012000', 'www.policiacivil.go.gov.br', 1242),
('etica.veterinaria.go@crmv.go.br', 'Denúncias relacionadas à ética profissional veterinária.', 'Conselho de Classe', 'CRMV-GO - Ética e Fiscalização', '6232500000', 'www.crmvgo.org.br', 1243),
('meio.ambiente.integrado@ibama.gov.br', 'Denúncias integradas de meio ambiente.', 'Órgão Governamental', 'IBAMA - Meio Ambiente Integrado', '6133161600', 'www.ibama.gov.br', 1244),
('fauna.protegida.go@semad.go.gov.br', 'Proteção da fauna silvestre.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Fauna Protegida', '6232014000', 'www.semad.go.gov.br', 1245),
('fiscalizacao.areas.protegidas@pm.go.gov.br', 'Fiscalização de áreas de proteção ambiental.', 'Polícia Militar Ambiental', 'Polícia Ambiental GO - Áreas Protegidas', '190', 'www.pm.go.gov.br', 1246),
('denuncia.qualidade.de.vida@email.com', 'Denúncias relacionadas à qualidade de vida dos animais.', 'ONG', 'Qualidade de Vida Animal e Ambiente', '6230998877', 'www.qualidadedevidaanimal.com', 1247),
('animais.resgatados.go@ong.org', 'ONG de resgate de animais em todo o estado.', 'ONG', 'Resgate Animal Goiás', '6236541234', 'www.resgateanimalgoias.org', 1248),
('sos.vida.rural@agrodefesa.go.br', 'Resgate e proteção de animais em áreas rurais.', 'Órgão Rural', 'Agrodefesa GO - SOS Vida Rural', '6232013500', 'www.agrodefesa.go.gov.br', 1249),
('linha.verde.goias@pm.go.gov.br', 'Canal direto para denúncias ambientais em Goiás.', 'Polícia Militar Ambiental', 'Linha Verde Goiás', '190', 'www.pm.go.gov.br', 1250),
('defesa.animal.estadual@mpgo.mp.br', 'Defesa animal em nível estadual pelo MP.', 'Ministério Público', 'MPGO - Defesa Animal', '6232438000', 'www.mpgo.mp.br', 1251),
('denuncia.municipal.goiania@goiania.go.gov.br', 'Denúncias específicas de Goiânia.', 'Prefeitura Municipal', 'Prefeitura de Goiânia - Denúncias', '156', 'www.goiania.go.gov.br', 1252),
('pet.seguro@petcare.com', 'Denúncias sobre negligência em petshops e hotéis.', 'Associação Profissional', 'Conselho Regional de Medicina Veterinária GO', '6232500000', 'www.crmvgo.org.br', 1253),
('protecao.fauna@ibama.br', 'Denúncias de crimes contra a fauna.', 'Órgão Governamental', 'IBAMA - Proteção da Fauna', '6133161600', 'www.ibama.gov.br', 1254),
('animais.silvestres.resgate@semad.go.gov.br', 'Resgate de animais silvestres.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Resgate Silvestre', '6232014000', 'www.semad.go.gov.br', 1255),
('fiscalizacao.ambientals.go@semad.go.gov.br', 'Fiscalização ambiental geral.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Fiscalização', '6232014000', 'www.semad.go.gov.br', 1256),
('denuncia.policia.ambiental@pm.go.gov.br', 'Denúncias para a polícia ambiental.', 'Polícia Militar Ambiental', 'Polícia Ambiental GO', '190', 'www.pm.go.gov.br', 1257),
('linha.direta.animal@email.net', 'Canal direto para denúncias urgentes.', 'ONG', 'Linha Direta Animal GO', '62991234567', 'www.linhadiretaanimalgo.org', 1258),
('protecao.marinha@gov.br', 'Denúncias de crimes contra animais marinhos.', 'Órgão Governamental', 'IBAMA - Proteção Marinha', '6133161600', 'www.ibama.gov.br', 1259),
('sos.rural@agrodefesa.go.br', 'Denúncias de maus-tratos em áreas rurais.', 'Órgão Rural', 'Agrodefesa GO - SOS Rural', '6232013500', 'www.agrodefesa.go.gov.br', 1260),
('denuncia.digital.go@internet.com', 'Canal digital para denúncias.', 'Plataforma Digital', 'Denúncia Digital Animal GO', '08007775555', 'www.denunciadigitalgo.com', 1261),
('animais.protegidos@ong.org', 'ONG de proteção para animais em situação de risco.', 'ONG', 'Animais Protegidos GO', '6236549876', 'www.animaisprotegidosgo.org', 1262),
('fiscalizacao.municipal.anapolis@anapolis.go.gov.br', 'Fiscalização de estabelecimentos em Anápolis.', 'Prefeitura Municipal', 'Prefeitura de Anápolis - Fiscalização Animal', '6239023000', 'www.anapolis.go.gov.br', 1263),
('vida.animal.segura@email.com', 'ONG focada em segurança e bem-estar animal.', 'ONG', 'Vida Animal Segura GO', '6232223344', 'www.vidaanimalsegurago.com', 1264),
('protecao.ambiental.go@semad.go.gov.br', 'Denúncias de crimes ambientais em Goiás.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Proteção Ambiental', '6232014000', 'www.semad.go.gov.br', 1265),
('animais.comunidade@goiania.go.gov.br', 'Apoio a animais em comunidades carentes de Goiânia.', 'Prefeitura Municipal', 'Prefeitura de Goiânia - Comunidade Animal', '156', 'www.goiania.go.gov.br', 1266),
('sos.bicho.rural@agro.org', 'Resgate de animais em áreas rurais.', 'ONG', 'SOS Bicho Rural GO', '62982347654', 'www.sosbichoruralgo.org', 1267),
('denuncia.crime.animal@policia.go.br', 'Denúncias de crimes de crueldade contra animais.', 'Delegacia Especializada', 'Delegacia de Proteção Animal GO', '6232012000', 'www.policiacivil.go.gov.br', 1268),
('atendimento.veterinario.go@crmv.go.br', 'Denúncias de má conduta veterinária.', 'Conselho de Classe', 'CRMV-GO - Atendimento', '6232500000', 'www.crmvgo.org.br', 1269),
('meio.ambiente.salvo@ibama.br', 'Denúncias para proteção do meio ambiente e fauna.', 'Órgão Governamental', 'IBAMA - Meio Ambiente Salvo', '6133161600', 'www.ibama.gov.br', 1270),
('protecao.fauna.silvestre@semad.go.gov.br', 'Proteção da fauna silvestre goiana.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Fauna Silvestre', '6232014000', 'www.semad.go.gov.br', 1271),
('fiscalizacao.rural.municipal@cidades.go.gov.br', 'Fiscalização de propriedades rurais por prefeituras.', 'Prefeitura Municipal', 'Prefeitura de Aparecida de Goiânia - Rural', '6235455800', 'www.aparecida.go.gov.br', 1272),
('denuncia.qualidade.vida@email.com', 'Denúncias que afetam a qualidade de vida animal.', 'ONG', 'Qualidade de Vida Animal GO', '6230998877', 'www.qualidadedevidaanimalgo.com', 1273),
('animais.resgatados@ong.org', 'ONG de resgate e reabilitação de animais.', 'ONG', 'Resgate Animal Total GO', '6236541234', 'www.resgateanimaltotalgo.org', 1274),
('sos.bichos.go@bombeiros.go.br', 'Resgate de animais em situações de emergência.', 'Corpo de Bombeiros', 'Corpo de Bombeiros Militar GO - Animais', '193', 'www.bombeiros.go.gov.br', 1275);

INSERT INTO `adrianob_2025petcare5`.`historico_saude` (`observacoes`, `data_observacao`, `fk_historico_id_animal`) VALUES
('Animal com tosse persistente por 3 dias. Prescrito antibiótico.', '2025-05-20', 145),
('Vacina antirrábica aplicada. Sem reações adversas.', '2025-04-15', 301),
('Check-up anual. Peso ideal, sem alterações.', '2025-03-10', 78),
('Dor na pata traseira direita. Possível luxação, aguardando raio-X.', '2025-05-28', 220),
('Rotina de desverminação. Animal ativo e saudável.', '2025-02-01', 53),
('Infecção de ouvido. Tratamento com gotas tópicas iniciado.', '2025-05-18', 198),
('Consulta pré-cirúrgica para castração. Exames ok.', '2025-05-25', 12),
('Dieta balanceada e perda de peso gradual. Progresso excelente.', '2025-04-05', 289),
('Reação alérgica a picada de inseto. Medicação injetável.', '2025-05-27', 3),
('Dentição em filhote. Sem problemas aparentes.', '2025-01-20', 90),
('Apresentou vômitos isolados. Orientado jejum e observação.', '2025-05-26', 170),
('Microchip implantado com sucesso.', '2025-03-22', 112),
('Lesão superficial na pele. Higienização e pomada cicatrizante.', '2025-05-19', 245),
('Comportamento agitado. Recomendado enriquecimento ambiental.', '2025-04-30', 60),
('Vacina V10 aplicada. Retorno para reforço em 21 dias.', '2025-05-01', 310),
('Exames de sangue de rotina. Resultados dentro do esperado.', '2025-03-01', 15),
('Perda de apetite. Troca de ração recomendada.', '2025-05-24', 188),
('Corte na almofada da pata. Limpeza e curativo.', '2025-05-29', 7),
('Acompanhamento de doença crônica. Medicação ajustada.', '2025-05-15', 265),
('Pulgas e carrapatos. Aplicado antipulgas e orientações de ambiente.', '2025-04-10', 99),
('Nenhum problema detectado. Animal em bom estado geral.', '2025-05-23', 290),
('Mudança de comportamento. Suspeita de estresse, investigar causa.', '2025-03-05', 42),
('Verificação de otite. Limpeza e prescrição de medicamento.', '2025-05-21', 133),
('Coleta de amostra de fezes para exame parasitológico.', '2025-02-14', 205),
('Revisão da cirurgia de castração. Cicatrização normal.', '2025-05-10', 255),
('Unha encravada. Corte e limpeza.', '2025-05-22', 88),
('Animal com diarreia leve. Jejum e dieta branda.', '2025-05-28', 160),
('Sinais de dor abdominal. Ultrassonografia agendada.', '2025-05-27', 314),
('Vacina de reforço de Giárdia aplicada.', '2025-04-20', 1),
('Limpeza de tártaro. Dentes em bom estado após procedimento.', '2025-03-15', 277),
('Alergia de pele. Início de tratamento com anti-histamínico.', '2025-05-17', 230),
('Exame de rotina. Sem alterações significativas.', '2025-05-26', 105),
('Massa palpável na região abdominal. Coleta de material para biópsia.', '2025-05-29', 4),
('Verminose confirmada. Início de tratamento com vermífugo.', '2025-02-28', 190),
('Perda de pelos excessiva. Suplemento vitamínico recomendado.', '2025-05-20', 66),
('Avaliação cardiológica. Batimentos cardíacos normais.', '2025-04-01', 215),
('Febre. Prescrição de antitérmico e repouso.', '2025-05-28', 95),
('Mordida de outro animal. Limpeza, sutura e antibiótico.', '2025-05-27', 17),
('Animal muito debilitado. Iniciada internação para tratamento intensivo.', '2025-05-29', 31),
('Vacina felina V4 aplicada. Sem intercorrências.', '2025-03-08', 280),
('Ferida em cicatrização. Troca de curativo e avaliação.', '2025-05-21', 130),
('Animal idoso. Aconselhamento sobre cuidados geriátricos.', '2025-04-25', 260),
('Coleta de urina para exame. Aguardando resultados.', '2025-05-24', 50),
('Chegou com desidratação leve. Soro subcutâneo.', '2025-05-28', 115),
('Histórico de convulsões. Medicação controlada ajustada.', '2025-05-16', 300),
('Pelagem opaca. Suplemento de ômega 3 indicado.', '2025-02-10', 100),
('Gengivite leve. Recomendada escovação diária.', '2025-05-22', 200),
('Olhos lacrimejantes. Colírio prescrito.', '2025-05-27', 155),
('Exame de DNA para teste de paternidade. Material coletado.', '2025-04-18', 25),
('Animal saudável. Orientado a manter rotina de exercícios.', '2025-05-26', 299),
('Vacinado contra Gripe Canina. Sem reações.', '2025-03-30', 70),
('Fratura exposta em membro anterior. Cirurgia de emergência.', '2025-05-29', 240),
('Desorientação espacial. Exames neurológicos solicitados.', '2025-05-25', 180),
('Obesidade. Plano alimentar e exercícios intensificados.', '2025-04-12', 305),
('Animal com otite crônica. Novo protocolo de tratamento.', '2025-05-19', 85),
('Mordida de cobra. Antídoto administrado e observação.', '2025-05-28', 9),
('Check-up para viagem internacional. Vacinas e exames em dia.', '2025-05-20', 120),
('Perda de voz. Investigação de problemas na laringe.', '2025-03-03', 270),
('Catarata inicial. Aconselhamento sobre acompanhamento.', '2025-05-14', 35),
('Histórico de alergias alimentares. Dieta hipoalergênica mantida.', '2025-04-08', 222),
('Suspeita de tumor. Encaminhado para oncologista.', '2025-05-27', 165),
('Chegou com sarna. Início de tratamento injetável e banhos.', '2025-05-28', 49),
('Pelo e pele saudáveis. Brilho natural.', '2025-05-26', 195),
('Monitoramento de pressão arterial. Valores estáveis.', '2025-04-06', 312),
('Vacina de reforço de Leishmaniose aplicada.', '2025-05-05', 10),
('Dificuldade para urinar. Exame de ultrassom de bexiga.', '2025-05-29', 235),
('Gengivas pálidas. Exames para anemia solicitados.', '2025-05-27', 175),
('Aumento de volume em glândula. Coleta de amostra.', '2025-05-28', 295),
('Sem observações significativas. Animal em estado normal.', '2025-05-25', 5),
('Pós-operatório de cirurgia de cálculo renal. Recuperação boa.', '2025-04-17', 150),
('Higiene auditiva de rotina. Orelhas limpas.', '2025-05-20', 210),
('Animal agitado em ambientes novos. Aconselhamento de adestramento.', '2025-03-25', 75),
('Vacina quíntupla aplicada. Sem reações.', '2025-05-02', 125),
('Exame de imagem (ressonância) para coluna.', '2025-05-24', 285),
('Gripe leve. Tratamento sintomático e repouso.', '2025-05-28', 2),
('Crescimento excessivo de unhas. Corte e lixamento.', '2025-05-27', 92),
('Insuficiência renal crônica. Dieta específica e medicação contínua.', '2025-05-26', 308),
('Rotina de escovação dental. Dentes limpos.', '2025-04-09', 140),
('Dor nas articulações. Suplemento para cartilagem iniciado.', '2025-05-21', 202),
('Suspeita de corpo estranho no trato gastrointestinal. Endoscopia agendada.', '2025-05-29', 110),
('Comportamento agressivo. Encaminhado para especialista em comportamento.', '2025-03-18', 65),
('Vacina de Parvovirose. Sem reações.', '2025-05-08', 225),
('Exame de tireoide. Valores dentro do normal.', '2025-04-04', 168),
('Pelo caindo em tufos. Testes de alergia e fungos.', '2025-05-23', 298),
('Ferimento na boca. Limpeza e aplicação de antisséptico.', '2025-05-27', 80),
('Revisão de implante de prótese. Recuperação satisfatória.', '2025-05-12', 30),
('Animal muito idoso. Cuidados paliativos e conforto.', '2025-05-28', 250),
('Anemia leve. Suplemento de ferro prescrito.', '2025-05-26', 135),
('Lesão no olho. Colírio antibiótico e anti-inflamatório.', '2025-05-29', 199),
('Comportamento apático. Investigar causas clínicas.', '2025-03-07', 45),
('Vacina de Cinomose. Sem reações.', '2025-05-03', 218),
('Inchaço em articulação. Compressa fria e anti-inflamatório.', '2025-05-28', 97),
('Problemas respiratórios. Nebulização e inalação.', '2025-05-27', 166),
('Pulgas. Aplicado produto e orientações.', '2025-04-11', 275),
('Animal com boa saúde geral. Manter acompanhamento.', '2025-05-26', 6),
('Revisão de caso dermatológico. Melhora progressiva.', '2025-03-12', 233),
('Perda de visão gradual. Exames oftalmológicos completos.', '2025-05-22', 185),
('Dor ao defecar. Suspeita de impactação de glândulas adanais.', '2025-05-29', 101),
('Sinais de depressão. Aconselhamento comportamental e ambiente.', '2025-04-22', 304),
('Vacina de Raiva. Sem reações.', '2025-05-09', 11),
('Acompanhamento de cardiopatia. Medicação ajustada.', '2025-05-11', 266),
('Vômitos e diarreia persistentes. Internação para hidratação.', '2025-05-29', 14),
('Crescimento benigno. Apenas observação.', '2025-04-19', 249),
('Exame de ultrassom abdominal de rotina. Tudo normal.', '2025-05-13', 77),
('Animal agitado e vocalizando muito. Testes para dor.', '2025-03-09', 291),
('Vacina de Bate-Vinte. Sem reações.', '2025-05-04', 197),
('Dor de dente. Extração dentária agendada.', '2025-05-28', 177),
('Pelagem embolada. Recomendado tosa e escovação diária.', '2025-04-14', 313),
('Animal com bom peso e energia. Alimentação adequada.', '2025-05-26', 82),
('Suspeita de cálculo na bexiga. Análise de urina para confirmação.', '2025-05-29', 159),
('Pneumonia. Tratamento com antibiótico e fisioterapia respiratória.', '2025-05-27', 20),
('Queda de pelo em excesso. Exames de tireoide.', '2025-04-28', 309),
('Animal apático. Verificação de temperatura e hidratação.', '2025-05-28', 96);

INSERT INTO `adrianob_2025petcare5`.`noticias` (`noticia_nome`, `tipo`, `noticia_conteudo`, `noticia_imagem`, `fk_noticia_id_usuario_1`) VALUES
('Campanha de Vacinação Antirrábica 2025: Proteja Seu Pet!', 'Campanha de Vacinação', 'A nova fase da campanha de vacinação antirrábica já começou. Leve seu cão e gato para garantir a proteção contra a raiva.', 'https://saudepet.org.br/imagens/campanhas/vacina_raiva_2025.jpg', 300),
('Grande Mutirão de Castração Gratuita na Zona Oeste', 'Castração', 'Parceria com clínicas locais oferecerá castração gratuita para cães e gatos de famílias de baixa renda na Zona Oeste. Agende!', 'https://bancodeimagenspet.com/mutiroes/castracao_gratuita_zo.png', 302),
('Feira de Adoção de Filhotes neste Fim de Semana', 'Adoção', 'Dezenas de filhotes de cães e gatos, resgatados e saudáveis, estarão esperando por um lar amoroso no Parque da Cidade.', 'https://adoteumamigo.net/fotos/feiras/filhotes_adocao_maio.webp', 304),
('Urgente: Denúncia de Maus-Tratos em Canil Clandestino', 'Denúncia', 'Investigação em andamento após denúncias de maus-tratos em um canil clandestino. Ajude a combater a crueldade!', 'https://protecaoanimal.org/alertas/maustratos_canil_cland.jpeg', 306),
('Guia Essencial: Cuidados Básicos para Gatos Saudáveis e Felizes', 'Informativo Geral', 'Descubra as melhores práticas de alimentação, higiene e enriquecimento ambiental para garantir o bem-estar do seu felino.', 'https://mundofelino.com.br/artigos/guia_cuidados_gato.jpg', 308),
('Evento "Cãominhada Solidária" Arrecada Fundos para Abrigos', 'Evento Comunitário', 'Centenas de tutores e seus pets participaram da "Cãominhada Solidária", arrecadando toneladas de ração e donativos.', 'https://eventospet.com/galeria/caominhada_solidaria_abr.jpg', 310),
('Vacinação de Reforço: Proteja Seu Pet no Inverno Rigoroso', 'Campanha de Vacinação', 'Com a chegada do frio, reforçar a vacinação é crucial. Campanha de vacinas contra doenças respiratórias caninas e felinas.', 'https://clinicaveterinariaabc.com/campanhas/vacina_inverno_2025.webp', 312),
('Castração de Felinos: Procedimento Seguro e Gratuito', 'Castração', 'Nosso programa de castração para gatos oferece cirurgias seguras e gratuitas para controle populacional e saúde.', 'https://projetogato.org/imagens/castracao_felina_guia.jpg', 314),
('Adote um Animal Adulto: A Beleza da Segunda Chance', 'Adoção', 'Animais adultos trazem calma e amor. Eles já passaram da fase de filhote e estão prontos para um lar definitivo.', 'https://salveumavida.com/adocao/adultos/adocao_pet_adulto.jpg', 316),
('Aprenda a Identificar Sinais de Abandono de Animais', 'Denúncia', 'Um guia prático para reconhecer os sinais de abandono e os passos corretos para denunciar e ajudar o animal em situação de risco.', 'https://sosanimais.net/publicacoes/sinais_abandono_pets.jpg', 318),
('Alimentação Natural para Cães: Vale a Pena?', 'Informativo Geral', 'Exploramos os prós e contras da alimentação natural para cães, com dicas de como iniciar e o que considerar.', 'https://petnutricao.com.br/artigos/alimentacao_natural_caes.png', 320),
